Dataset,Source_Attack,Unseen_Attack,Fold,RF_Precision,RF_Recall,RF_F1,RF_Specificity,AE_Precision,AE_Recall,AE_F1,AE_Specificity,Ensemble_Precision,Ensemble_Recall,Ensemble_F1,Ensemble_Specificity,RF_Weight,AE_Weight,Decision_Threshold
Kitsune,Reconnaissance,Man_in_the_Middle,10,1.0,0.9972649863249317,0.9986306205266728,1.0,0.5858637148370062,0.02884514422572113,0.054983178140159926,0.979610203897961,0.9999899809638313,0.9980949904749524,0.999041587111724,0.999990000099999,0.8,0.19999999999999996,0.4
Kitsune,Reconnaissance,DoS_DDOS,10,1.0,0.9894299471497358,0.9946868936675011,1.0,0.9723694017209839,0.717563587817939,0.8257568565173237,0.979610203897961,0.9999899281372594,0.9928599642998215,0.9964121915237397,0.999990000099999,0.8,0.19999999999999996,0.4
Kitsune,Reconnaissance,Botnet,10,1.0,0.79823,0.887795220856064,1.0,0.47964782442261067,0.018795,0.036172577548752145,0.979610203897961,0.9999876171725052,0.80756,0.893531094231482,0.999990000099999,0.8,0.19999999999999996,0.4
Kitsune,Man_in_the_Middle,Reconnaissance,10,0.9999767571587951,0.86046,0.9249871001031992,0.999980000199998,0.09478808705612829,0.001655,0.0032531991429638513,0.9841951580484195,0.9999767571587951,0.86046,0.9249871001031992,0.999980000199998,1.0,0.0,0.5
Kitsune,Man_in_the_Middle,DoS_DDOS,10,0.9999798161248978,0.9908749543747719,0.9954065654219103,0.999980000199998,0.9787823868975701,0.7290986454932274,0.8356892535080908,0.9841951580484195,0.9999798161248978,0.9908749543747719,0.9954065654219103,0.999980000199998,1.0,0.0,0.5
Kitsune,Man_in_the_Middle,Botnet,10,0.9999765059674842,0.85126,0.9196447863100126,0.999980000199998,0.5439330543933054,0.01885,0.036437266528456344,0.9841951580484195,0.9999765059674842,0.85126,0.9196447863100126,0.999980000199998,1.0,0.0,0.5
Kitsune,DoS_DDOS,Reconnaissance,10,1.0,0.979045,0.9894115596158753,1.0,0.08587526714591023,0.00221,0.004309105178238044,0.9764752352476476,0.9999394810500037,0.991365,0.9956337798310255,0.999940000599994,1.0,0.0,0.3
Kitsune,DoS_DDOS,Man_in_the_Middle,10,1.0,0.8789243946219731,0.9355612148500597,1.0,0.6070324897686461,0.036340181700908504,0.06857509482384466,0.9764752352476476,0.9999399065546926,0.9983899919499597,0.9991643481915894,0.999940000599994,1.0,0.0,0.3
Kitsune,DoS_DDOS,Botnet,10,1.0,0.127705,0.2264865368159226,1.0,0.48262590719155485,0.021945,0.0419811185399868,0.9764752352476476,0.9999278026123422,0.830995,0.9076679837579974,0.999940000599994,1.0,0.0,0.3
Kitsune,Botnet,Reconnaissance,10,0.9998773908778813,0.1631,0.2804525758305248,0.999980000199998,0.08547008547008547,0.0022,0.004289586054945698,0.976460235397646,0.9996636291358326,0.163455,0.28096879270483277,0.9999450005499945,1.0,0.0,0.3
Kitsune,Botnet,Man_in_the_Middle,10,0.981651376146789,0.0010700053500267502,0.002137680616531064,0.999980000199998,0.6261415071865322,0.03942519712598563,0.07417964928125236,0.976460235397646,0.9756637168141593,0.0022050110250551253,0.004400077824505739,0.9999450005499945,1.0,0.0,0.3
Kitsune,Botnet,DoS_DDOS,10,0.9999634783243855,0.5476027380136901,0.7076695431357282,0.999980000199998,0.9691816241833916,0.7402937014685074,0.8394143409918784,0.976460235397646,0.9999270532842601,0.7539237696188481,0.859672628380189,0.9999450005499945,1.0,0.0,0.3
